type,clock_cycle,thickness tFE,Vdd,T_RISE ,T_FALL ,T_DELAY 
ncfet_inverter,900ps,300nm,0.4,1.682128e-11,1.656333e-11,1.370675e-11
ncfet_inverter,900ps,300nm,0.5,1.888341e-11,1.910755e-11,1.407722e-11
ncfet_inverter,900ps,300nm,0.6,2.232545e-11,2.329763e-11,1.404306e-11
ncfet_inverter,900ps,300nm,0.7,2.607546e-11,2.720931e-11,1.377722e-11
ncfet_inverter,900ps,300nm,0.8,2.923006e-11,3.08378e-11,1.345935e-11
ncfet_inverter,900ps,300nm,0.9,3.210695e-11,3.427536e-11,1.321004e-11
ncfet_inverter,900ps,30nm,0.3,1.719253e-11,1.726091e-11,1.289709e-11
ncfet_inverter,900ps,30nm,0.4,1.28118e-11,1.279756e-11,7.412178e-12
ncfet_inverter,900ps,30nm,0.5,1.174747e-11,1.180748e-11,5.6018e-12
ncfet_inverter,900ps,30nm,0.6,1.347548e-11,1.348006e-11,5.050372e-12
ncfet_inverter,900ps,30nm,0.7,1.684451e-11,1.688143e-11,4.8583e-12
ncfet_inverter,900ps,30nm,0.8,2.039329e-11,2.032419e-11,4.802461e-12
ncfet_inverter,900ps,30nm,0.9,2.3724e-11,2.378287e-11,4.844519e-12
ncfet_inverter,900ps,3nm,0.3,1.710521e-11,1.698938e-11,1.293274e-11
ncfet_inverter,900ps,3nm,0.4,1.225552e-11,1.233354e-11,6.845547e-12
ncfet_inverter,900ps,3nm,0.5,1.11473e-11,1.111137e-11,4.609524e-12
ncfet_inverter,900ps,3nm,0.6,1.300167e-11,1.308052e-11,3.837138e-12
ncfet_inverter,900ps,3nm,0.7,1.625194e-11,1.618871e-11,3.566586e-12
ncfet_inverter,900ps,3nm,0.8,1.964961e-11,1.946548e-11,3.482988e-12
ncfet_inverter,900ps,3nm,0.9,2.26588e-11,2.277669e-11,3.501628e-12
ncfet_inverter,900ps,400nm,0.3,1.916251e-11,1.891245e-11,1.591938e-11
ncfet_inverter,900ps,400nm,0.4,1.915837e-11,1.925264e-11,1.64483e-11
ncfet_inverter,900ps,400nm,0.5,2.20978e-11,2.301671e-11,1.67453e-11
ncfet_inverter,900ps,400nm,0.6,2.56442e-11,2.714933e-11,1.651886e-11
ncfet_inverter,900ps,400nm,0.7,2.916629e-11,3.102198e-11,1.607965e-11
ncfet_inverter,900ps,400nm,0.8,3.20769e-11,3.446113e-11,1.56554e-11
ncfet_inverter,900ps,400nm,0.9,3.458774e-11,3.771783e-11,1.532141e-11
ncfet_inverter,900ps,40nm,0.3,1.728056e-11,1.725969e-11,1.284198e-11
ncfet_inverter,900ps,40nm,0.4,1.293176e-11,1.288736e-11,7.623708e-12
ncfet_inverter,900ps,40nm,0.5,1.211263e-11,1.208315e-11,5.950542e-12
ncfet_inverter,900ps,40nm,0.6,1.36814e-11,1.377452e-11,5.457823e-12
ncfet_inverter,900ps,40nm,0.7,1.697044e-11,1.71281e-11,5.299282e-12
ncfet_inverter,900ps,40nm,0.8,2.069438e-11,2.067957e-11,5.248245e-12
ncfet_inverter,900ps,40nm,0.9,2.407929e-11,2.410887e-11,5.298905e-12
ncfet_inverter,900ps,4nm,0.3,1.711185e-11,1.699473e-11,1.29301e-11
ncfet_inverter,900ps,4nm,0.4,1.22743e-11,1.23172e-11,6.858639e-12
ncfet_inverter,900ps,4nm,0.5,1.113285e-11,1.113069e-11,4.648919e-12
ncfet_inverter,900ps,4nm,0.6,1.298396e-11,1.308627e-11,3.886708e-12
ncfet_inverter,900ps,4nm,0.7,1.620833e-11,1.619837e-11,3.619191e-12
ncfet_inverter,900ps,4nm,0.8,1.957364e-11,1.951111e-11,3.535817e-12
ncfet_inverter,900ps,4nm,0.9,2.272161e-11,2.280833e-11,3.55521e-12
ncfet_inverter,900ps,500nm,0.3,2.043979e-11,2.056714e-11,1.821234e-11
ncfet_inverter,900ps,500nm,0.4,2.200384e-11,2.259273e-11,1.908015e-11
ncfet_inverter,900ps,500nm,0.5,2.542285e-11,2.68988e-11,1.912312e-11
ncfet_inverter,900ps,500nm,0.6,2.895595e-11,3.111804e-11,1.867047e-11
ncfet_inverter,900ps,500nm,0.7,3.203451e-11,3.469964e-11,1.809959e-11
ncfet_inverter,900ps,500nm,0.8,3.458567e-11,3.806736e-11,1.759874e-11
ncfet_inverter,900ps,500nm,0.9,3.668059e-11,4.084927e-11,1.718349e-11
ncfet_inverter,900ps,50nm,0.3,1.723557e-11,1.73099e-11,1.283463e-11
ncfet_inverter,900ps,50nm,0.4,1.306912e-11,1.304821e-11,7.829943e-12
ncfet_inverter,900ps,50nm,0.5,1.235258e-11,1.227649e-11,6.294682e-12
ncfet_inverter,900ps,50nm,0.6,1.393186e-11,1.390634e-11,5.869499e-12
ncfet_inverter,900ps,50nm,0.7,1.718792e-11,1.741768e-11,5.726586e-12
ncfet_inverter,900ps,50nm,0.8,2.094367e-11,2.101219e-11,5.682234e-12
ncfet_inverter,900ps,50nm,0.9,2.43523e-11,2.440269e-11,5.727528e-12
ncfet_inverter,900ps,5nm,0.3,1.711852e-11,1.700007e-11,1.29275e-11
ncfet_inverter,900ps,5nm,0.4,1.2305e-11,1.233393e-11,6.880754e-12
ncfet_inverter,900ps,5nm,0.5,1.129637e-11,1.115004e-11,4.688058e-12
ncfet_inverter,900ps,5nm,0.6,1.298933e-11,1.310629e-11,3.924891e-12
ncfet_inverter,900ps,5nm,0.7,1.623789e-11,1.621961e-11,3.671171e-12
ncfet_inverter,900ps,5nm,0.8,1.951283e-11,1.953438e-11,3.588208e-12
ncfet_inverter,900ps,5nm,0.9,2.291824e-11,2.283773e-11,3.608374e-12
ncfet_inverter,900ps,600nm,0.3,2.292185e-11,2.317193e-11,2.073839e-11
ncfet_inverter,900ps,600nm,0.4,2.52514e-11,2.683192e-11,2.144664e-11
ncfet_inverter,900ps,600nm,0.5,2.888274e-11,3.095165e-11,2.120251e-11
ncfet_inverter,900ps,600nm,0.6,3.214683e-11,3.496351e-11,2.05725e-11
ncfet_inverter,900ps,600nm,0.7,3.473435e-11,3.849842e-11,1.990991e-11
ncfet_inverter,900ps,600nm,0.8,3.687165e-11,4.132136e-11,1.935094e-11
ncfet_inverter,900ps,600nm,0.9,3.865027e-11,4.387484e-11,1.891287e-11
ncfet_inverter,900ps,60nm,0.3,1.736602e-11,1.725198e-11,1.284447e-11
ncfet_inverter,900ps,60nm,0.4,1.326526e-11,1.328432e-11,8.033094e-12
ncfet_inverter,900ps,60nm,0.5,1.258254e-11,1.250816e-11,6.625171e-12
ncfet_inverter,900ps,60nm,0.6,1.431481e-11,1.420436e-11,6.258082e-12
ncfet_inverter,900ps,60nm,0.7,1.782117e-11,1.768455e-11,6.145715e-12
ncfet_inverter,900ps,60nm,0.8,2.12303e-11,2.13852e-11,6.102113e-12
ncfet_inverter,900ps,60nm,0.9,2.473017e-11,2.486157e-11,6.148978e-12
ncfet_inverter,900ps,6nm,0.3,1.712513e-11,1.700539e-11,1.292495e-11
ncfet_inverter,900ps,6nm,0.4,1.2333e-11,1.237351e-11,6.899751e-12
ncfet_inverter,900ps,6nm,0.5,1.131728e-11,1.120089e-11,4.726104e-12
ncfet_inverter,900ps,6nm,0.6,1.297749e-11,1.311366e-11,3.973153e-12
ncfet_inverter,900ps,6nm,0.7,1.626249e-11,1.624363e-11,3.722633e-12
ncfet_inverter,900ps,6nm,0.8,1.973049e-11,1.955137e-11,3.640181e-12
ncfet_inverter,900ps,6nm,0.9,2.295833e-11,2.286567e-11,3.661151e-12
ncfet_inverter,900ps,700nm,0.3,2.642119e-11,2.708757e-11,2.327513e-11
ncfet_inverter,900ps,700nm,0.4,2.936942e-11,3.097839e-11,2.360923e-11
ncfet_inverter,900ps,700nm,0.5,3.25057e-11,3.547781e-11,2.302421e-11
ncfet_inverter,900ps,700nm,0.6,3.517584e-11,3.891571e-11,2.22742e-11
ncfet_inverter,900ps,700nm,0.7,3.728819e-11,4.195302e-11,2.154883e-11
ncfet_inverter,900ps,700nm,0.8,3.894553e-11,4.447443e-11,2.096289e-11
ncfet_inverter,900ps,700nm,0.9,4.020672e-11,4.658077e-11,2.050446e-11
ncfet_inverter,900ps,70nm,0.3,1.741121e-11,1.729724e-11,1.284663e-11
ncfet_inverter,900ps,70nm,0.4,1.339737e-11,1.343405e-11,8.238389e-12
ncfet_inverter,900ps,70nm,0.5,1.276624e-11,1.273457e-11,6.951458e-12
ncfet_inverter,900ps,70nm,0.6,1.459335e-11,1.463188e-11,6.645292e-12
ncfet_inverter,900ps,70nm,0.7,1.802221e-11,1.803416e-11,6.552362e-12
ncfet_inverter,900ps,70nm,0.8,2.153801e-11,2.180765e-11,6.51046e-12
ncfet_inverter,900ps,70nm,0.9,2.509357e-11,2.524573e-11,6.550993e-12
ncfet_inverter,900ps,7nm,0.3,1.713167e-11,1.70107e-11,1.292243e-11
ncfet_inverter,900ps,7nm,0.4,1.23972e-11,1.239152e-11,6.921555e-12
ncfet_inverter,900ps,7nm,0.5,1.133774e-11,1.122525e-11,4.764797e-12
ncfet_inverter,900ps,7nm,0.6,1.297284e-11,1.312666e-11,4.021322e-12
ncfet_inverter,900ps,7nm,0.7,1.631058e-11,1.614323e-11,3.76721e-12
ncfet_inverter,900ps,7nm,0.8,1.97076e-11,1.958015e-11,3.691761e-12
ncfet_inverter,900ps,7nm,0.9,2.298249e-11,2.289116e-11,3.713541e-12
ncfet_inverter,900ps,800nm,0.3,3.0341e-11,3.23681e-11,2.558886e-11
ncfet_inverter,900ps,800nm,0.4,3.357925e-11,3.587136e-11,2.549033e-11
ncfet_inverter,900ps,800nm,0.5,3.617782e-11,3.990189e-11,2.466699e-11
ncfet_inverter,900ps,800nm,0.6,3.808904e-11,4.279336e-11,2.381391e-11
ncfet_inverter,900ps,800nm,0.7,3.962566e-11,4.533714e-11,2.307576e-11
ncfet_inverter,900ps,800nm,0.8,4.087665e-11,4.749492e-11,2.248137e-11
ncfet_inverter,900ps,800nm,0.9,4.185072e-11,4.937785e-11,2.203296e-11
ncfet_inverter,900ps,80nm,0.3,1.750033e-11,1.737465e-11,1.28536e-11
ncfet_inverter,900ps,80nm,0.4,1.35229e-11,1.357517e-11,8.452115e-12
ncfet_inverter,900ps,80nm,0.5,1.296777e-11,1.293291e-11,7.269564e-12
ncfet_inverter,900ps,80nm,0.6,1.487346e-11,1.495359e-11,7.027027e-12
ncfet_inverter,900ps,80nm,0.7,1.845613e-11,1.839928e-11,6.944265e-12
ncfet_inverter,900ps,80nm,0.8,2.184567e-11,2.203477e-11,6.909357e-12
ncfet_inverter,900ps,80nm,0.9,2.544632e-11,2.562996e-11,6.938355e-12
ncfet_inverter,900ps,8nm,0.3,1.71381e-11,1.7016e-11,1.291995e-11
ncfet_inverter,900ps,8nm,0.4,1.241917e-11,1.236905e-11,6.951021e-12
ncfet_inverter,900ps,8nm,0.5,1.135804e-11,1.122173e-11,4.80363e-12
ncfet_inverter,900ps,8nm,0.6,1.297018e-11,1.313758e-11,4.068844e-12
ncfet_inverter,900ps,8nm,0.7,1.632402e-11,1.616177e-11,3.81771e-12
ncfet_inverter,900ps,8nm,0.8,1.972953e-11,1.976513e-11,3.744187e-12
ncfet_inverter,900ps,8nm,0.9,2.302243e-11,2.291503e-11,3.765573e-12
ncfet_inverter,900ps,90nm,0.3,1.748317e-11,1.746468e-11,1.287214e-11
ncfet_inverter,900ps,90nm,0.4,1.374025e-11,1.372328e-11,8.658426e-12
ncfet_inverter,900ps,90nm,0.5,1.314684e-11,1.316588e-11,7.593985e-12
ncfet_inverter,900ps,90nm,0.6,1.537463e-11,1.52211e-11,7.411451e-12
ncfet_inverter,900ps,90nm,0.7,1.856087e-11,1.879419e-11,7.332482e-12
ncfet_inverter,900ps,90nm,0.8,2.222588e-11,2.241643e-11,7.292716e-12
ncfet_inverter,900ps,90nm,0.9,2.579334e-11,2.602764e-11,7.31208e-12
ncfet_inverter,900ps,9nm,0.3,1.71236e-11,1.703722e-11,1.291818e-11
ncfet_inverter,900ps,9nm,0.4,1.243982e-11,1.238358e-11,6.972534e-12
ncfet_inverter,900ps,9nm,0.5,1.130834e-11,1.124128e-11,4.841833e-12
ncfet_inverter,900ps,9nm,0.6,1.297434e-11,1.314775e-11,4.115648e-12
ncfet_inverter,900ps,9nm,0.7,1.634674e-11,1.617945e-11,3.867821e-12
ncfet_inverter,900ps,9nm,0.8,1.971554e-11,1.979303e-11,3.798987e-12
ncfet_inverter,900ps,9nm,0.9,2.305576e-11,2.296567e-11,3.818247e-12
ncfet_buffer,100ps,0nm,0.3,3.045711e-12,3.07417e-12,9.658936e-12
ncfet_buffer,100ps,0nm,0.4,1.391805e-12,1.444672e-12,5.845318e-12
ncfet_buffer,100ps,0nm,0.5,1.26177e-12,1.207603e-12,4.342375e-12
ncfet_buffer,100ps,0nm,0.6,1.12124e-12,1.108457e-12,3.483294e-12
ncfet_buffer,100ps,0nm,0.7,1.109113e-12,1.107545e-12,3.016897e-12
ncfet_buffer,100ps,0nm,0.8,1.159522e-12,1.152859e-12,2.767464e-12
ncfet_buffer,100ps,0nm,0.9,1.237383e-12,1.23406e-12,2.63856e-12
ncfet_buffer,100ps,100nm,0.3,3.949848e-12,4.062656e-12,1.196923e-11
ncfet_buffer,100ps,100nm,0.4,2.589015e-12,2.710301e-12,8.380725e-12
ncfet_buffer,100ps,100nm,0.5,2.335802e-12,2.544303e-12,7.296303e-12
ncfet_buffer,100ps,100nm,0.6,2.498987e-12,2.824544e-12,6.916428e-12
ncfet_buffer,100ps,100nm,0.7,2.707851e-12,3.094441e-12,6.736092e-12
ncfet_buffer,100ps,100nm,0.8,2.903658e-12,3.351382e-12,6.617514e-12
ncfet_buffer,100ps,100nm,0.9,3.106359e-12,3.601867e-12,6.520959e-12
ncfet_buffer,100ps,10nm,0.3,3.131324e-12,3.17279e-12,9.921646e-12
ncfet_buffer,100ps,10nm,0.4,1.510047e-12,1.574843e-12,6.186796e-12
ncfet_buffer,100ps,10nm,0.5,1.327268e-12,1.33683e-12,4.667963e-12
ncfet_buffer,100ps,10nm,0.6,1.209713e-12,1.218275e-12,3.820516e-12
ncfet_buffer,100ps,10nm,0.7,1.200544e-12,1.226666e-12,3.390782e-12
ncfet_buffer,100ps,10nm,0.8,1.252926e-12,1.305299e-12,3.171428e-12
ncfet_buffer,100ps,10nm,0.9,1.361889e-12,1.41698e-12,3.054606e-12
ncfet_buffer,100ps,1nm,0.3,3.070038e-12,3.090038e-12,9.68345e-12
ncfet_buffer,100ps,1nm,0.4,1.400584e-12,1.446666e-12,5.878483e-12
ncfet_buffer,100ps,1nm,0.5,1.267585e-12,1.217176e-12,4.375769e-12
ncfet_buffer,100ps,1nm,0.6,1.128596e-12,1.121133e-12,3.518527e-12
ncfet_buffer,100ps,1nm,0.7,1.11815e-12,1.117447e-12,3.053278e-12
ncfet_buffer,100ps,1nm,0.8,1.161376e-12,1.171147e-12,2.807898e-12
ncfet_buffer,100ps,1nm,0.9,1.254064e-12,1.249702e-12,2.678316e-12
ncfet_buffer,100ps,200nm,0.3,4.863166e-12,5.04011e-12,1.37634e-11
ncfet_buffer,100ps,200nm,0.4,3.75872e-12,4.048345e-12,1.102693e-11
ncfet_buffer,100ps,200nm,0.5,3.906985e-12,4.414473e-12,1.045969e-11
ncfet_buffer,100ps,200nm,0.6,4.290732e-12,4.953709e-12,1.022049e-11
ncfet_buffer,100ps,200nm,0.7,4.644752e-12,5.390098e-12,1.003688e-11
ncfet_buffer,100ps,200nm,0.8,4.94329e-12,5.7699e-12,9.866368e-12
ncfet_buffer,100ps,200nm,0.9,5.227578e-12,6.116765e-12,9.708117e-12
ncfet_buffer,100ps,20nm,0.3,3.196941e-12,3.282756e-12,1.017996e-11
ncfet_buffer,100ps,20nm,0.4,1.630145e-12,1.704508e-12,6.47792e-12
ncfet_buffer,100ps,20nm,0.5,1.412518e-12,1.459715e-12,4.9683e-12
ncfet_buffer,100ps,20nm,0.6,1.312558e-12,1.345462e-12,4.163153e-12
ncfet_buffer,100ps,20nm,0.7,1.33041e-12,1.402368e-12,3.775014e-12
ncfet_buffer,100ps,20nm,0.8,1.409743e-12,1.503206e-12,3.584359e-12
ncfet_buffer,100ps,20nm,0.9,1.527697e-12,1.636967e-12,3.489775e-12
ncfet_buffer,100ps,2nm,0.3,3.060299e-12,3.065323e-12,9.707283e-12
ncfet_buffer,100ps,2nm,0.4,1.41243e-12,1.471302e-12,5.919342e-12
ncfet_buffer,100ps,2nm,0.5,1.273483e-12,1.229461e-12,4.408819e-12
ncfet_buffer,100ps,2nm,0.6,1.136582e-12,1.128606e-12,3.552899e-12
ncfet_buffer,100ps,2nm,0.7,1.124514e-12,1.128349e-12,3.08966e-12
ncfet_buffer,100ps,2nm,0.8,1.172906e-12,1.178948e-12,2.846833e-12
ncfet_buffer,100ps,2nm,0.9,1.269216e-12,1.273128e-12,2.718521e-12
ncfet_buffer,100ps,300nm,0.3,5.768545e-12,5.988129e-12,1.578692e-11
ncfet_buffer,100ps,300nm,0.4,5.230189e-12,5.841359e-12,1.414759e-11
ncfet_buffer,100ps,300nm,0.5,5.664091e-12,6.496141e-12,1.378338e-11
ncfet_buffer,100ps,300nm,0.6,6.199226e-12,7.236478e-12,1.351698e-11
ncfet_buffer,100ps,300nm,0.7,6.685185e-12,7.801496e-12,1.325955e-11
ncfet_buffer,100ps,300nm,0.8,7.078432e-12,8.312819e-12,1.300833e-11
ncfet_buffer,100ps,300nm,0.9,7.419637e-12,8.774333e-12,1.277204e-11
ncfet_buffer,100ps,30nm,0.3,3.30417e-12,3.339348e-12,1.042184e-11
ncfet_buffer,100ps,30nm,0.4,1.761763e-12,1.833865e-12,6.740755e-12
ncfet_buffer,100ps,30nm,0.5,1.505578e-12,1.569435e-12,5.252609e-12
ncfet_buffer,100ps,30nm,0.6,1.441538e-12,1.50767e-12,4.508668e-12
ncfet_buffer,100ps,30nm,0.7,1.491731e-12,1.605029e-12,4.167609e-12
ncfet_buffer,100ps,30nm,0.8,1.595322e-12,1.734315e-12,4.003197e-12
ncfet_buffer,100ps,30nm,0.9,1.726206e-12,1.880519e-12,3.919061e-12
ncfet_buffer,100ps,3nm,0.3,3.066241e-12,3.113181e-12,9.732686e-12
ncfet_buffer,100ps,3nm,0.4,1.421695e-12,1.475183e-12,5.951597e-12
ncfet_buffer,100ps,3nm,0.5,1.279047e-12,1.236407e-12,4.441654e-12
ncfet_buffer,100ps,3nm,0.6,1.144663e-12,1.137953e-12,3.58702e-12
ncfet_buffer,100ps,3nm,0.7,1.137776e-12,1.135826e-12,3.126324e-12
ncfet_buffer,100ps,3nm,0.8,1.183711e-12,1.193411e-12,2.885936e-12
ncfet_buffer,100ps,3nm,0.9,1.282384e-12,1.27937e-12,2.758118e-12
ncfet_buffer,100ps,400nm,0.3,6.827133e-12,7.312056e-12,1.84009e-11
ncfet_buffer,100ps,400nm,0.4,6.990294e-12,7.91271e-12,1.754022e-11
ncfet_buffer,100ps,400nm,0.5,7.63927e-12,8.873149e-12,1.719618e-11
ncfet_buffer,100ps,400nm,0.6,8.316383e-12,9.702447e-12,1.684585e-11
ncfet_buffer,100ps,400nm,0.7,8.885289e-12,1.044002e-11,1.649059e-11
ncfet_buffer,100ps,400nm,0.8,9.34504e-12,1.102755e-11,1.614326e-11
ncfet_buffer,100ps,400nm,0.9,9.734139e-12,1.15898e-11,1.582714e-11
ncfet_buffer,100ps,40nm,0.3,3.368537e-12,3.471994e-12,1.066786e-11
ncfet_buffer,100ps,40nm,0.4,1.885559e-12,1.962446e-12,6.989121e-12
ncfet_buffer,100ps,40nm,0.5,1.613698e-12,1.676269e-12,5.527483e-12
ncfet_buffer,100ps,40nm,0.6,1.558758e-12,1.700483e-12,4.861706e-12
ncfet_buffer,100ps,40nm,0.7,1.661864e-12,1.819575e-12,4.562456e-12
ncfet_buffer,100ps,40nm,0.8,1.790333e-12,1.965662e-12,4.418516e-12
ncfet_buffer,100ps,40nm,0.9,1.917041e-12,2.123727e-12,4.336576e-12
ncfet_buffer,100ps,4nm,0.3,3.099433e-12,3.10905e-12,9.758941e-12
ncfet_buffer,100ps,4nm,0.4,1.439861e-12,1.48992e-12,5.98355e-12
ncfet_buffer,100ps,4nm,0.5,1.286461e-12,1.248351e-12,4.474141e-12
ncfet_buffer,100ps,4nm,0.6,1.154791e-12,1.150249e-12,3.62031e-12
ncfet_buffer,100ps,4nm,0.7,1.147245e-12,1.151674e-12,3.163056e-12
ncfet_buffer,100ps,4nm,0.8,1.194718e-12,1.203893e-12,2.924862e-12
ncfet_buffer,100ps,4nm,0.9,1.293407e-12,1.295994e-12,2.798938e-12
ncfet_buffer,100ps,500nm,0.3,8.517451e-12,9.33298e-12,2.162661e-11
ncfet_buffer,100ps,500nm,0.4,9.075001e-12,1.028668e-11,2.111082e-11
ncfet_buffer,100ps,500nm,0.5,9.925547e-12,1.147101e-11,2.068585e-11
ncfet_buffer,100ps,500nm,0.6,1.064122e-11,1.246538e-11,2.020926e-11
ncfet_buffer,100ps,500nm,0.7,1.124442e-11,1.328122e-11,1.974123e-11
ncfet_buffer,100ps,500nm,0.8,1.177976e-11,1.397376e-11,1.929776e-11
ncfet_buffer,100ps,500nm,0.9,1.215891e-11,1.464157e-11,1.891078e-11
ncfet_buffer,100ps,50nm,0.3,3.457894e-12,3.593696e-12,1.089532e-11
ncfet_buffer,100ps,50nm,0.4,2.008486e-12,2.098265e-12,7.227314e-12
ncfet_buffer,100ps,50nm,0.5,1.701625e-12,1.813089e-12,5.810602e-12
ncfet_buffer,100ps,50nm,0.6,1.704725e-12,1.863544e-12,5.20563e-12
ncfet_buffer,100ps,50nm,0.7,1.830314e-12,2.025899e-12,4.94866e-12
ncfet_buffer,100ps,50nm,0.8,1.968077e-12,2.204879e-12,4.815206e-12
ncfet_buffer,100ps,50nm,0.9,2.118724e-12,2.382309e-12,4.735013e-12
ncfet_buffer,100ps,5nm,0.3,3.10941e-12,3.123951e-12,9.785093e-12
ncfet_buffer,100ps,5nm,0.4,1.450147e-12,1.503771e-12,6.017888e-12
ncfet_buffer,100ps,5nm,0.5,1.29238e-12,1.257109e-12,4.506309e-12
ncfet_buffer,100ps,5nm,0.6,1.16294e-12,1.163129e-12,3.653947e-12
ncfet_buffer,100ps,5nm,0.7,1.155701e-12,1.163354e-12,3.199917e-12
ncfet_buffer,100ps,5nm,0.8,1.202348e-12,1.21846e-12,2.964801e-12
ncfet_buffer,100ps,5nm,0.9,1.299597e-12,1.319442e-12,2.839862e-12
ncfet_buffer,100ps,600nm,0.3,1.079699e-11,1.169006e-11,2.527842e-11
ncfet_buffer,100ps,600nm,0.4,1.152855e-11,1.315826e-11,2.482588e-11
ncfet_buffer,100ps,600nm,0.5,1.249043e-11,1.447547e-11,2.422769e-11
ncfet_buffer,100ps,600nm,0.6,1.328462e-11,1.559949e-11,2.361247e-11
ncfet_buffer,100ps,600nm,0.7,1.390126e-11,1.649704e-11,2.302852e-11
ncfet_buffer,100ps,600nm,0.8,1.442476e-11,1.72575e-11,2.250122e-11
ncfet_buffer,100ps,600nm,0.9,1.483397e-11,1.795642e-11,2.204918e-11
ncfet_buffer,100ps,60nm,0.3,3.548317e-12,3.688473e-12,1.112165e-11
ncfet_buffer,100ps,60nm,0.4,2.110275e-12,2.225001e-12,7.460401e-12
ncfet_buffer,100ps,60nm,0.5,1.797797e-12,1.922262e-12,6.098591e-12
ncfet_buffer,100ps,60nm,0.6,1.84765e-12,2.051634e-12,5.557926e-12
ncfet_buffer,100ps,60nm,0.7,1.991301e-12,2.236301e-12,5.329109e-12
ncfet_buffer,100ps,60nm,0.8,2.159237e-12,2.43786e-12,5.201609e-12
ncfet_buffer,100ps,60nm,0.9,2.316844e-12,2.62053e-12,5.120335e-12
ncfet_buffer,100ps,6nm,0.3,3.087396e-12,3.119582e-12,9.812755e-12
ncfet_buffer,100ps,6nm,0.4,1.460729e-12,1.520488e-12,6.049054e-12
ncfet_buffer,100ps,6nm,0.5,1.299756e-12,1.27372e-12,4.538128e-12
ncfet_buffer,100ps,6nm,0.6,1.167763e-12,1.173784e-12,3.68805e-12
ncfet_buffer,100ps,6nm,0.7,1.162244e-12,1.174505e-12,3.234449e-12
ncfet_buffer,100ps,6nm,0.8,1.210336e-12,1.237022e-12,3.004745e-12
ncfet_buffer,100ps,6nm,0.9,1.312247e-12,1.345911e-12,2.881392e-12
ncfet_buffer,100ps,80nm,0.3,3.739639e-12,3.864598e-12,1.157758e-11
ncfet_buffer,100ps,80nm,0.4,2.343709e-12,2.473757e-12,7.907624e-12
ncfet_buffer,100ps,80nm,0.5,2.047207e-12,2.22804e-12,6.687962e-12
ncfet_buffer,100ps,80nm,0.6,2.162772e-12,2.419949e-12,6.246238e-12
ncfet_buffer,100ps,80nm,0.7,2.337596e-12,2.663031e-12,6.052016e-12
ncfet_buffer,100ps,80nm,0.8,2.52592e-12,2.893713e-12,5.928928e-12
ncfet_buffer,100ps,80nm,0.9,2.715809e-12,3.107512e-12,5.84197e-12
ncfet_buffer,100ps,8nm,0.3,3.132384e-12,3.151748e-12,9.866288e-12
ncfet_buffer,100ps,8nm,0.4,1.48764e-12,1.550306e-12,6.114949e-12
ncfet_buffer,100ps,8nm,0.5,1.312938e-12,1.309828e-12,4.602834e-12
ncfet_buffer,100ps,8nm,0.6,1.191181e-12,1.198377e-12,3.750853e-12
ncfet_buffer,100ps,8nm,0.7,1.178539e-12,1.198165e-12,3.309794e-12
ncfet_buffer,100ps,8nm,0.8,1.231298e-12,1.269139e-12,3.0891e-12
ncfet_buffer,100ps,8nm,0.9,1.335916e-12,1.38137e-12,2.969661e-12
ncfet_buffer,100ps,90nm,0.3,3.854732e-12,3.963634e-12,1.177402e-11
ncfet_buffer,100ps,90nm,0.4,2.455887e-12,2.596404e-12,8.139695e-12
ncfet_buffer,100ps,90nm,0.5,2.188777e-12,2.376313e-12,6.990545e-12
ncfet_buffer,100ps,90nm,0.6,2.328689e-12,2.610616e-12,6.581707e-12
ncfet_buffer,100ps,90nm,0.7,2.518578e-12,2.884612e-12,6.391595e-12
ncfet_buffer,100ps,90nm,0.8,2.711197e-12,3.128559e-12,6.281714e-12
ncfet_buffer,100ps,90nm,0.9,2.906978e-12,3.348201e-12,6.184254e-12
ncfet_buffer,100ps,9nm,0.3,3.143292e-12,3.162262e-12,9.892045e-12
ncfet_buffer,100ps,9nm,0.4,1.498405e-12,1.559239e-12,6.156668e-12
ncfet_buffer,100ps,9nm,0.5,1.320103e-12,1.323602e-12,4.633683e-12
ncfet_buffer,100ps,9nm,0.6,1.193293e-12,1.203703e-12,3.788927e-12
ncfet_buffer,100ps,9nm,0.7,1.190302e-12,1.210239e-12,3.347331e-12
ncfet_buffer,100ps,9nm,0.8,1.24846e-12,1.288024e-12,3.131049e-12
ncfet_buffer,100ps,9nm,0.9,1.348609e-12,1.399806e-12,3.012014e-12
ncfet_buffer,200ps,0nm,0.3,3.087978e-12,3.069561e-12,1.283873e-11
ncfet_buffer,200ps,0nm,0.4,1.857193e-12,1.868574e-12,8.07565e-12
ncfet_buffer,200ps,0nm,0.5,1.524557e-12,1.495703e-12,5.676868e-12
ncfet_buffer,200ps,0nm,0.6,1.421703e-12,1.387552e-12,4.440548e-12
ncfet_buffer,200ps,0nm,0.7,1.460245e-12,1.433532e-12,3.838508e-12
ncfet_buffer,200ps,0nm,0.8,1.62061e-12,1.572889e-12,3.544096e-12
ncfet_buffer,200ps,0nm,0.9,1.842894e-12,1.767418e-12,3.392646e-12
ncfet_buffer,200ps,100nm,0.3,3.983462e-12,4.1207e-12,1.46705e-11
ncfet_buffer,200ps,100nm,0.4,2.800136e-12,2.955948e-12,1.034926e-11
ncfet_buffer,200ps,100nm,0.5,2.526876e-12,2.72651e-12,8.698041e-12
