type,clock_cycle,thickness tFE,Vdd,T_RISE ,T_FALL ,T_DELAY 
ncfet_buffer,800ps,100nm,0.4,4.467346e-12,4.415845e-12,1.702732e-11
ncfet_buffer,800ps,100nm,0.5,3.779002e-12,3.853573e-12,1.352522e-11
ncfet_buffer,800ps,100nm,0.6,4.16513e-12,4.32671e-12,1.244819e-11
ncfet_buffer,800ps,100nm,0.7,5.010683e-12,5.206742e-12,1.202497e-11
ncfet_buffer,800ps,100nm,0.8,6.068666e-12,6.293001e-12,1.177189e-11
ncfet_buffer,800ps,100nm,0.9,7.180491e-12,7.522123e-12,1.158954e-11
ncfet_buffer,800ps,10nm,0.3,6.342349e-12,6.279137e-12,2.675733e-11
ncfet_buffer,800ps,10nm,0.4,3.989606e-12,3.859713e-12,1.560546e-11
ncfet_buffer,800ps,10nm,0.5,2.996681e-12,2.902538e-12,1.054349e-11
ncfet_buffer,800ps,10nm,0.6,2.874516e-12,2.783525e-12,8.394709e-12
ncfet_buffer,800ps,10nm,0.7,3.326889e-12,3.210431e-12,7.477496e-12
ncfet_buffer,800ps,10nm,0.8,3.993803e-12,3.884151e-12,7.052883e-12
ncfet_buffer,800ps,10nm,0.9,4.829942e-12,4.63598e-12,6.812087e-12
ncfet_buffer,800ps,1nm,0.3,6.323176e-12,6.260377e-12,2.682597e-11
ncfet_buffer,800ps,1nm,0.4,3.959604e-12,3.832598e-12,1.547038e-11
ncfet_buffer,800ps,1nm,0.5,2.937047e-12,2.847254e-12,1.026579e-11
ncfet_buffer,800ps,1nm,0.6,2.820122e-12,2.714899e-12,8.010917e-12
ncfet_buffer,800ps,1nm,0.7,3.215588e-12,3.092011e-12,7.044331e-12
ncfet_buffer,800ps,1nm,0.8,3.817615e-12,3.683513e-12,6.578527e-12
ncfet_buffer,800ps,1nm,0.9,4.628472e-12,4.373906e-12,6.323793e-12
ncfet_buffer,800ps,200nm,0.3,7.013399e-12,7.071644e-12,2.603611e-11
ncfet_buffer,800ps,200nm,0.4,5.104595e-12,5.270533e-12,1.917064e-11
ncfet_buffer,800ps,200nm,0.5,5.102011e-12,5.451702e-12,1.745141e-11
ncfet_buffer,800ps,200nm,0.6,6.072761e-12,6.559412e-12,1.703449e-11
ncfet_buffer,800ps,200nm,0.7,7.309408e-12,7.898266e-12,1.67641e-11
ncfet_buffer,800ps,200nm,0.8,8.685315e-12,9.414447e-12,1.646411e-11
ncfet_buffer,800ps,200nm,0.9,1.012477e-11,1.088884e-11,1.615428e-11
ncfet_buffer,800ps,20nm,0.3,6.377504e-12,6.305576e-12,2.668255e-11
ncfet_buffer,800ps,20nm,0.4,4.021617e-12,3.89817e-12,1.575751e-11
ncfet_buffer,800ps,20nm,0.5,3.070336e-12,2.985065e-12,1.08588e-11
ncfet_buffer,800ps,20nm,0.6,2.987815e-12,2.903005e-12,8.832401e-12
ncfet_buffer,800ps,20nm,0.7,3.464582e-12,3.390636e-12,7.985e-12
ncfet_buffer,800ps,20nm,0.8,4.205625e-12,4.106517e-12,7.581718e-12
ncfet_buffer,800ps,20nm,0.9,5.047809e-12,4.868858e-12,7.360171e-12
ncfet_buffer,800ps,2nm,0.3,6.325255e-12,6.26328e-12,2.681819e-11
ncfet_buffer,800ps,2nm,0.4,3.963072e-12,3.83759e-12,1.548524e-11
ncfet_buffer,800ps,2nm,0.5,2.943357e-12,2.863591e-12,1.029702e-11
ncfet_buffer,800ps,2nm,0.6,2.80863e-12,2.724579e-12,8.058953e-12
ncfet_buffer,800ps,2nm,0.7,3.224951e-12,3.101954e-12,7.093661e-12
ncfet_buffer,800ps,2nm,0.8,3.833802e-12,3.701552e-12,6.631248e-12
ncfet_buffer,800ps,2nm,0.9,4.649527e-12,4.400372e-12,6.37831e-12
ncfet_buffer,800ps,300nm,0.3,7.478845e-12,7.693439e-12,2.640754e-11
ncfet_buffer,800ps,300nm,0.4,6.228126e-12,6.712701e-12,2.227063e-11
ncfet_buffer,800ps,300nm,0.5,6.915156e-12,7.586636e-12,2.16288e-11
ncfet_buffer,800ps,300nm,0.6,8.254263e-12,9.1108e-12,2.142073e-11
ncfet_buffer,800ps,300nm,0.7,9.751834e-12,1.083096e-11,2.105932e-11
ncfet_buffer,800ps,300nm,0.8,1.138054e-11,1.259887e-11,2.0624e-11
ncfet_buffer,800ps,300nm,0.9,1.306156e-11,1.433114e-11,2.01702e-11
ncfet_buffer,800ps,30nm,0.3,6.398515e-12,6.333676e-12,2.66152e-11
ncfet_buffer,800ps,30nm,0.4,4.05875e-12,3.941094e-12,1.591074e-11
ncfet_buffer,800ps,30nm,0.5,3.139908e-12,3.052983e-12,1.117367e-11
ncfet_buffer,800ps,30nm,0.6,3.099969e-12,3.038976e-12,9.266167e-12
ncfet_buffer,800ps,30nm,0.7,3.632226e-12,3.578401e-12,8.487328e-12
ncfet_buffer,800ps,30nm,0.8,4.438672e-12,4.354138e-12,8.109407e-12
ncfet_buffer,800ps,30nm,0.9,5.270768e-12,5.149961e-12,7.910023e-12
ncfet_buffer,800ps,3nm,0.3,6.327348e-12,6.266185e-12,2.681045e-11
ncfet_buffer,800ps,3nm,0.4,3.966513e-12,3.841341e-12,1.550013e-11
ncfet_buffer,800ps,3nm,0.5,2.95392e-12,2.862057e-12,1.032598e-11
ncfet_buffer,800ps,3nm,0.6,2.813465e-12,2.729759e-12,8.101833e-12
ncfet_buffer,800ps,3nm,0.7,3.234419e-12,3.112843e-12,7.142998e-12
ncfet_buffer,800ps,3nm,0.8,3.848152e-12,3.703487e-12,6.683952e-12
ncfet_buffer,800ps,3nm,0.9,4.670441e-12,4.452528e-12,6.432829e-12
ncfet_buffer,800ps,400nm,0.3,8.171403e-12,8.547118e-12,2.787229e-11
ncfet_buffer,800ps,400nm,0.4,7.852767e-12,8.719734e-12,2.598934e-11
ncfet_buffer,800ps,400nm,0.5,9.109577e-12,1.010647e-11,2.577451e-11
ncfet_buffer,800ps,400nm,0.6,1.071621e-11,1.19981e-11,2.549643e-11
ncfet_buffer,800ps,400nm,0.7,1.24186e-11,1.396007e-11,2.500791e-11
ncfet_buffer,800ps,400nm,0.8,1.422139e-11,1.587334e-11,2.443801e-11
ncfet_buffer,800ps,400nm,0.9,1.586338e-11,1.774418e-11,2.387219e-11
ncfet_buffer,800ps,40nm,0.3,6.424692e-12,6.358112e-12,2.654291e-11
ncfet_buffer,800ps,40nm,0.4,4.13467e-12,4.024659e-12,1.605654e-11
ncfet_buffer,800ps,40nm,0.5,3.217572e-12,3.155824e-12,1.14899e-11
ncfet_buffer,800ps,40nm,0.6,3.238415e-12,3.175452e-12,9.7065e-12
ncfet_buffer,800ps,40nm,0.7,3.830436e-12,3.790065e-12,8.988278e-12
ncfet_buffer,800ps,40nm,0.8,4.638642e-12,4.584411e-12,8.645742e-12
ncfet_buffer,800ps,40nm,0.9,5.527597e-12,5.464655e-12,8.45659e-12
ncfet_buffer,800ps,4nm,0.3,6.329455e-12,6.269092e-12,2.680275e-11
ncfet_buffer,800ps,4nm,0.4,3.969928e-12,3.844224e-12,1.551507e-11
ncfet_buffer,800ps,4nm,0.5,2.968266e-12,2.864571e-12,1.03572e-11
ncfet_buffer,800ps,4nm,0.6,2.814215e-12,2.738155e-12,8.144663e-12
ncfet_buffer,800ps,4nm,0.7,3.245629e-12,3.126594e-12,7.192323e-12
ncfet_buffer,800ps,4nm,0.8,3.865011e-12,3.733075e-12,6.736645e-12
ncfet_buffer,800ps,4nm,0.9,4.691001e-12,4.477594e-12,6.487356e-12
ncfet_buffer,800ps,500nm,0.3,9.569239e-12,1.02857e-11,3.05317e-11
ncfet_buffer,800ps,500nm,0.4,1.004836e-11,1.1181e-11,2.994347e-11
ncfet_buffer,800ps,500nm,0.5,1.160038e-11,1.304471e-11,2.981568e-11
ncfet_buffer,800ps,500nm,0.6,1.338632e-11,1.515119e-11,2.933159e-11
ncfet_buffer,800ps,500nm,0.7,1.535037e-11,1.728054e-11,2.868628e-11
ncfet_buffer,800ps,500nm,0.8,1.695067e-11,1.9293e-11,2.802803e-11
ncfet_buffer,800ps,500nm,0.9,1.870363e-11,2.118312e-11,2.736263e-11
ncfet_buffer,800ps,50nm,0.3,6.449342e-12,6.393148e-12,2.647982e-11
ncfet_buffer,800ps,50nm,0.4,4.188823e-12,4.097888e-12,1.6211e-11
ncfet_buffer,800ps,50nm,0.5,3.288241e-12,3.280853e-12,1.181296e-11
ncfet_buffer,800ps,50nm,0.6,3.344304e-12,3.35396e-12,1.015269e-11
ncfet_buffer,800ps,50nm,0.7,4.0438e-12,3.994246e-12,9.492823e-12
ncfet_buffer,800ps,50nm,0.8,4.809107e-12,4.878993e-12,9.170931e-12
ncfet_buffer,800ps,50nm,0.9,5.81954e-12,5.81114e-12,8.998465e-12
ncfet_buffer,800ps,5nm,0.3,6.331573e-12,6.272001e-12,2.679508e-11
ncfet_buffer,800ps,5nm,0.4,3.973321e-12,3.846435e-12,1.553003e-11
ncfet_buffer,800ps,5nm,0.5,2.95526e-12,2.870129e-12,1.03884e-11
ncfet_buffer,800ps,5nm,0.6,2.82086e-12,2.746888e-12,8.187502e-12
ncfet_buffer,800ps,5nm,0.7,3.257141e-12,3.138787e-12,7.241661e-12
ncfet_buffer,800ps,5nm,0.8,3.881627e-12,3.772098e-12,6.789334e-12
ncfet_buffer,800ps,5nm,0.9,4.712804e-12,4.502353e-12,6.541893e-12
ncfet_buffer,800ps,600nm,0.3,1.142054e-11,1.269171e-11,3.410467e-11
ncfet_buffer,800ps,600nm,0.4,1.258979e-11,1.418765e-11,3.398065e-11
ncfet_buffer,800ps,600nm,0.5,1.44811e-11,1.638662e-11,3.366989e-11
ncfet_buffer,800ps,600nm,0.6,1.639187e-11,1.865179e-11,3.299601e-11
ncfet_buffer,800ps,600nm,0.7,1.828121e-11,2.075005e-11,3.221837e-11
ncfet_buffer,800ps,600nm,0.8,1.999214e-11,2.274231e-11,3.145114e-11
ncfet_buffer,800ps,600nm,0.9,2.152081e-11,2.460169e-11,3.074851e-11
ncfet_buffer,800ps,60nm,0.3,6.52308e-12,6.438893e-12,2.642551e-11
ncfet_buffer,800ps,60nm,0.4,4.238201e-12,4.14554e-12,1.636577e-11
ncfet_buffer,800ps,60nm,0.5,3.384368e-12,3.342815e-12,1.214024e-11
ncfet_buffer,800ps,60nm,0.6,3.496469e-12,3.521163e-12,1.060433e-11
ncfet_buffer,800ps,60nm,0.7,4.233396e-12,4.283725e-12,1.000152e-11
ncfet_buffer,800ps,60nm,0.8,5.082606e-12,5.14493e-12,9.708011e-12
ncfet_buffer,800ps,60nm,0.9,6.012811e-12,6.143609e-12,9.539255e-12
ncfet_buffer,800ps,6nm,0.3,6.333705e-12,6.268662e-12,2.678746e-11
ncfet_buffer,800ps,6nm,0.4,3.976719e-12,3.856111e-12,1.554519e-11
ncfet_buffer,800ps,6nm,0.5,2.962959e-12,2.883847e-12,1.041953e-11
ncfet_buffer,800ps,6nm,0.6,2.827473e-12,2.755944e-12,8.230342e-12
ncfet_buffer,800ps,6nm,0.7,3.279292e-12,3.152536e-12,7.281451e-12
ncfet_buffer,800ps,6nm,0.8,3.898654e-12,3.794373e-12,6.842023e-12
ncfet_buffer,800ps,6nm,0.9,4.734559e-12,4.527057e-12,6.596444e-12
ncfet_buffer,800ps,700nm,0.3,1.433999e-11,1.580176e-11,3.80564e-11
ncfet_buffer,800ps,700nm,0.4,1.588216e-11,1.795502e-11,3.801191e-11
ncfet_buffer,800ps,700nm,0.5,1.783249e-11,2.028055e-11,3.737666e-11
ncfet_buffer,800ps,700nm,0.6,1.972491e-11,2.261357e-11,3.649978e-11
ncfet_buffer,800ps,700nm,0.7,2.144585e-11,2.462272e-11,3.562115e-11
ncfet_buffer,800ps,700nm,0.8,2.292032e-11,2.653397e-11,3.478854e-11
ncfet_buffer,800ps,700nm,0.9,2.442868e-11,2.832237e-11,3.406418e-11
ncfet_buffer,800ps,70nm,0.3,6.482849e-12,6.503794e-12,2.640155e-11
ncfet_buffer,800ps,70nm,0.4,4.29743e-12,4.232447e-12,1.652306e-11
ncfet_buffer,800ps,70nm,0.5,3.492646e-12,3.447769e-12,1.247486e-11
ncfet_buffer,800ps,70nm,0.6,3.677921e-12,3.712221e-12,1.106162e-11
ncfet_buffer,800ps,70nm,0.7,4.428796e-12,4.460585e-12,1.051128e-11
ncfet_buffer,800ps,70nm,0.8,5.331948e-12,5.44499e-12,1.023304e-11
ncfet_buffer,800ps,70nm,0.9,6.285985e-12,6.481408e-12,1.006573e-11
ncfet_buffer,800ps,7nm,0.3,6.335848e-12,6.272444e-12,2.677987e-11
ncfet_buffer,800ps,7nm,0.4,3.979972e-12,3.849315e-12,1.556022e-11
ncfet_buffer,800ps,7nm,0.5,2.971711e-12,2.888834e-12,1.045048e-11
ncfet_buffer,800ps,7nm,0.6,2.834354e-12,2.765304e-12,8.273189e-12
ncfet_buffer,800ps,7nm,0.7,3.29249e-12,3.16658e-12,7.33063e-12
ncfet_buffer,800ps,7nm,0.8,3.916999e-12,3.81271e-12,6.894717e-12
ncfet_buffer,800ps,7nm,0.9,4.753122e-12,4.554125e-12,6.651012e-12
ncfet_buffer,800ps,800nm,0.3,1.801519e-11,2.003405e-11,4.215024e-11
ncfet_buffer,800ps,800nm,0.4,1.977745e-11,2.238514e-11,4.179425e-11
ncfet_buffer,800ps,800nm,0.5,2.172812e-11,2.475273e-11,4.088914e-11
ncfet_buffer,800ps,800nm,0.6,2.337666e-11,2.695531e-11,3.987553e-11
ncfet_buffer,800ps,800nm,0.7,2.499032e-11,2.883171e-11,3.889783e-11
ncfet_buffer,800ps,800nm,0.8,2.632741e-11,3.059934e-11,3.806275e-11
ncfet_buffer,800ps,800nm,0.9,2.761397e-11,3.227343e-11,3.734759e-11
ncfet_buffer,800ps,80nm,0.3,6.593954e-12,6.548363e-12,2.630616e-11
ncfet_buffer,800ps,80nm,0.4,4.363628e-12,4.303761e-12,1.66925e-11
ncfet_buffer,800ps,80nm,0.5,3.578063e-12,3.572745e-12,1.281679e-11
ncfet_buffer,800ps,80nm,0.6,3.830716e-12,3.929281e-12,1.152136e-11
ncfet_buffer,800ps,80nm,0.7,4.628087e-12,4.677393e-12,1.101759e-11
ncfet_buffer,800ps,80nm,0.8,5.553417e-12,5.746104e-12,1.075649e-11
ncfet_buffer,800ps,80nm,0.9,6.648088e-12,6.82061e-12,1.057571e-11
ncfet_buffer,800ps,8nm,0.3,6.338004e-12,6.276218e-12,2.677232e-11
ncfet_buffer,800ps,8nm,0.4,3.983204e-12,3.849947e-12,1.557527e-11
ncfet_buffer,800ps,8nm,0.5,2.980245e-12,2.893398e-12,1.048146e-11
ncfet_buffer,800ps,8nm,0.6,2.844372e-12,2.778364e-12,8.316046e-12
ncfet_buffer,800ps,8nm,0.7,3.302331e-12,3.180915e-12,7.378815e-12
ncfet_buffer,800ps,8nm,0.8,3.949375e-12,3.834599e-12,6.947436e-12
ncfet_buffer,800ps,8nm,0.9,4.773575e-12,4.578048e-12,6.705684e-12
ncfet_buffer,800ps,90nm,0.3,6.625899e-12,6.607382e-12,2.625438e-11
ncfet_buffer,800ps,90nm,0.4,4.428242e-12,4.385167e-12,1.685756e-11
ncfet_buffer,800ps,90nm,0.5,3.67717e-12,3.727198e-12,1.316697e-11
ncfet_buffer,800ps,90nm,0.6,3.998231e-12,4.130942e-12,1.198396e-11
ncfet_buffer,800ps,90nm,0.7,4.817164e-12,4.917676e-12,1.151894e-11
ncfet_buffer,800ps,90nm,0.8,5.816301e-12,6.027766e-12,1.126553e-11
ncfet_buffer,800ps,90nm,0.9,6.935845e-12,7.165247e-12,1.108721e-11
ncfet_buffer,800ps,9nm,0.3,6.340171e-12,6.283829e-12,2.676481e-11
ncfet_buffer,800ps,9nm,0.4,3.986415e-12,3.852988e-12,1.559035e-11
ncfet_buffer,800ps,9nm,0.5,2.988567e-12,2.896984e-12,1.051247e-11
ncfet_buffer,800ps,9nm,0.6,2.864009e-12,2.789796e-12,8.351797e-12
ncfet_buffer,800ps,9nm,0.7,3.314467e-12,3.195535e-12,7.428146e-12
ncfet_buffer,800ps,9nm,0.8,3.96744e-12,3.866455e-12,7.000151e-12
ncfet_buffer,800ps,9nm,0.9,4.808561e-12,4.611123e-12,6.757363e-12
ncfet_buffer,900ps,0nm,0.3,6.89961e-12,6.797325e-12,2.849802e-11
ncfet_buffer,900ps,0nm,0.4,4.270194e-12,4.104815e-12,1.629965e-11
ncfet_buffer,900ps,0nm,0.5,3.151778e-12,3.059548e-12,1.079891e-11
ncfet_buffer,900ps,0nm,0.6,3.024493e-12,2.90877e-12,8.423674e-12
ncfet_buffer,900ps,0nm,0.7,3.460387e-12,3.321212e-12,7.413717e-12
ncfet_buffer,900ps,0nm,0.8,4.142624e-12,3.972426e-12,6.925264e-12
ncfet_buffer,900ps,0nm,0.9,5.001838e-12,4.721416e-12,6.650755e-12
ncfet_buffer,900ps,100nm,0.3,7.1026e-12,7.028604e-12,2.761847e-11
ncfet_buffer,900ps,100nm,0.4,4.684145e-12,4.673794e-12,1.784343e-11
ncfet_buffer,900ps,100nm,0.5,3.992175e-12,4.021787e-12,1.414557e-11
ncfet_buffer,900ps,100nm,0.6,4.404992e-12,4.550479e-12,1.297188e-11
ncfet_buffer,900ps,100nm,0.7,5.360752e-12,5.488625e-12,1.251863e-11
ncfet_buffer,900ps,100nm,0.8,6.445124e-12,6.740789e-12,1.226053e-11
ncfet_buffer,900ps,100nm,0.9,7.760569e-12,8.040493e-12,1.206152e-11
ncfet_buffer,900ps,10nm,0.3,6.911423e-12,6.801444e-12,2.838934e-11
ncfet_buffer,900ps,10nm,0.4,4.276743e-12,4.117916e-12,1.645323e-11
ncfet_buffer,900ps,10nm,0.5,3.204804e-12,3.083087e-12,1.11279e-11
ncfet_buffer,900ps,10nm,0.6,3.095614e-12,2.992692e-12,8.866269e-12
ncfet_buffer,900ps,10nm,0.7,3.571258e-12,3.454185e-12,7.920352e-12
ncfet_buffer,900ps,10nm,0.8,4.303703e-12,4.22052e-12,7.461211e-12
ncfet_buffer,900ps,10nm,0.9,5.246591e-12,5.03323e-12,7.208836e-12
ncfet_buffer,900ps,1nm,0.3,6.900343e-12,6.799639e-12,2.848665e-11
ncfet_buffer,900ps,1nm,0.4,4.263099e-12,4.119632e-12,1.633535e-11
ncfet_buffer,900ps,1nm,0.5,3.153822e-12,3.063973e-12,1.082987e-11
ncfet_buffer,900ps,1nm,0.6,3.029531e-12,2.915797e-12,8.467187e-12
ncfet_buffer,900ps,1nm,0.7,3.47085e-12,3.332261e-12,7.463762e-12
ncfet_buffer,900ps,1nm,0.8,4.157327e-12,3.992579e-12,6.979025e-12
ncfet_buffer,900ps,1nm,0.9,5.024638e-12,4.750057e-12,6.706661e-12
ncfet_buffer,900ps,200nm,0.3,7.434895e-12,7.450269e-12,2.723281e-11
ncfet_buffer,900ps,200nm,0.4,5.3343e-12,5.456936e-12,1.99662e-11
ncfet_buffer,900ps,200nm,0.5,5.330092e-12,5.651685e-12,1.811757e-11
ncfet_buffer,900ps,200nm,0.6,6.265655e-12,6.830636e-12,1.76514e-11
ncfet_buffer,900ps,200nm,0.7,7.624398e-12,8.314713e-12,1.73601e-11
ncfet_buffer,900ps,200nm,0.8,9.231503e-12,9.923755e-12,1.704001e-11
ncfet_buffer,900ps,200nm,0.9,1.085001e-11,1.164001e-11,1.671986e-11
ncfet_buffer,900ps,20nm,0.3,6.949507e-12,6.833051e-12,2.828496e-11
ncfet_buffer,900ps,20nm,0.4,4.306135e-12,4.161658e-12,1.66158e-11
ncfet_buffer,900ps,20nm,0.5,3.272954e-12,3.15847e-12,1.142759e-11
ncfet_buffer,900ps,20nm,0.6,3.202084e-12,3.099539e-12,9.30395e-12
ncfet_buffer,900ps,20nm,0.7,3.708965e-12,3.644106e-12,8.416597e-12
ncfet_buffer,900ps,20nm,0.8,4.493232e-12,4.431923e-12,7.998752e-12
ncfet_buffer,900ps,20nm,0.9,5.502972e-12,5.279198e-12,7.768429e-12
ncfet_buffer,900ps,2nm,0.3,6.898885e-12,6.801946e-12,2.847731e-11
ncfet_buffer,900ps,2nm,0.4,4.264869e-12,4.122507e-12,1.634913e-11
ncfet_buffer,900ps,2nm,0.5,3.156517e-12,3.052806e-12,1.086101e-11
ncfet_buffer,900ps,2nm,0.6,3.02905e-12,2.912715e-12,8.526227e-12
ncfet_buffer,900ps,2nm,0.7,3.483685e-12,3.343504e-12,7.513777e-12
ncfet_buffer,900ps,2nm,0.8,4.171982e-12,4.014032e-12,7.032761e-12
ncfet_buffer,900ps,2nm,0.9,5.047795e-12,4.778546e-12,6.762529e-12
ncfet_buffer,900ps,300nm,0.3,7.83583e-12,7.883584e-12,2.748875e-11
ncfet_buffer,900ps,300nm,0.4,6.439446e-12,6.861641e-12,2.305063e-11
ncfet_buffer,900ps,300nm,0.5,7.166508e-12,7.790609e-12,2.237145e-11
ncfet_buffer,900ps,300nm,0.6,8.627302e-12,9.44015e-12,2.211369e-11
ncfet_buffer,900ps,300nm,0.7,1.030371e-11,1.137251e-11,2.174209e-11
ncfet_buffer,900ps,300nm,0.8,1.209241e-11,1.323774e-11,2.130272e-11
ncfet_buffer,900ps,300nm,0.9,1.387842e-11,1.528531e-11,2.081559e-11
ncfet_buffer,900ps,30nm,0.3,6.95516e-12,6.820384e-12,2.820135e-11
ncfet_buffer,900ps,30nm,0.4,4.34442e-12,4.229238e-12,1.676283e-11
ncfet_buffer,900ps,30nm,0.5,3.333009e-12,3.250414e-12,1.176293e-11
ncfet_buffer,900ps,30nm,0.6,3.321215e-12,3.247486e-12,9.744617e-12
ncfet_buffer,900ps,30nm,0.7,3.924625e-12,3.834749e-12,8.931703e-12
ncfet_buffer,900ps,30nm,0.8,4.750003e-12,4.693362e-12,8.536471e-12
ncfet_buffer,900ps,30nm,0.9,5.747653e-12,5.572485e-12,8.324749e-12
ncfet_buffer,900ps,3nm,0.3,6.900385e-12,6.804246e-12,2.846614e-11
ncfet_buffer,900ps,3nm,0.4,4.266684e-12,4.115366e-12,1.636295e-11
ncfet_buffer,900ps,3nm,0.5,3.162187e-12,3.056907e-12,1.089222e-11
ncfet_buffer,900ps,3nm,0.6,3.029481e-12,2.917788e-12,8.560596e-12
ncfet_buffer,900ps,3nm,0.7,3.496445e-12,3.353468e-12,7.563836e-12
ncfet_buffer,900ps,3nm,0.8,4.18659e-12,4.033518e-12,7.086475e-12
ncfet_buffer,900ps,3nm,0.9,5.073884e-12,4.806919e-12,6.818367e-12
ncfet_buffer,900ps,400nm,0.3,8.532347e-12,8.849931e-12,2.88288e-11
ncfet_buffer,900ps,400nm,0.4,8.06679e-12,8.833895e-12,2.683505e-11
ncfet_buffer,900ps,400nm,0.5,9.39674e-12,1.038989e-11,2.662074e-11
ncfet_buffer,900ps,400nm,0.6,1.123828e-11,1.243496e-11,2.628741e-11
ncfet_buffer,900ps,400nm,0.7,1.311094e-11,1.463433e-11,2.580547e-11
ncfet_buffer,900ps,400nm,0.8,1.513049e-11,1.683848e-11,2.519095e-11
ncfet_buffer,900ps,400nm,0.9,1.701537e-11,1.885307e-11,2.458578e-11
ncfet_buffer,900ps,40nm,0.3,6.972403e-12,6.875621e-12,2.810505e-11
ncfet_buffer,900ps,40nm,0.4,4.402174e-12,4.292914e-12,1.690113e-11
ncfet_buffer,900ps,40nm,0.5,3.41398e-12,3.345408e-12,1.206818e-11
ncfet_buffer,900ps,40nm,0.6,3.475827e-12,3.375655e-12,1.020089e-11
ncfet_buffer,900ps,40nm,0.7,4.105569e-12,4.037755e-12,9.442999e-12
ncfet_buffer,900ps,40nm,0.8,5.000733e-12,4.918067e-12,9.076903e-12
ncfet_buffer,900ps,40nm,0.9,6.016243e-12,5.892477e-12,8.879473e-12
ncfet_buffer,900ps,4nm,0.3,6.90192e-12,6.80654e-12,2.845502e-11
ncfet_buffer,900ps,4nm,0.4,4.268548e-12,4.117162e-12,1.637682e-11
ncfet_buffer,900ps,4nm,0.5,3.167995e-12,3.062268e-12,1.092345e-11
ncfet_buffer,900ps,4nm,0.6,3.033687e-12,2.93814e-12,8.604109e-12
ncfet_buffer,900ps,4nm,0.7,3.509326e-12,3.36486e-12,7.613901e-12
ncfet_buffer,900ps,4nm,0.8,4.202354e-12,4.093225e-12,7.140172e-12
ncfet_buffer,900ps,4nm,0.9,5.099526e-12,4.866617e-12,6.874181e-12
ncfet_buffer,900ps,500nm,0.3,9.704257e-12,1.031788e-11,3.150321e-11
ncfet_buffer,900ps,500nm,0.4,1.027019e-11,1.133944e-11,3.090395e-11
ncfet_buffer,900ps,500nm,0.5,1.200345e-11,1.349582e-11,3.070266e-11
ncfet_buffer,900ps,500nm,0.6,1.405417e-11,1.580164e-11,3.027346e-11
ncfet_buffer,900ps,500nm,0.7,1.621064e-11,1.811471e-11,2.957331e-11
ncfet_buffer,900ps,500nm,0.8,1.815913e-11,2.035422e-11,2.884607e-11
ncfet_buffer,900ps,500nm,0.9,2.010818e-11,2.257451e-11,2.814427e-11
ncfet_buffer,900ps,50nm,0.3,6.990737e-12,6.887636e-12,2.801302e-11
ncfet_buffer,900ps,50nm,0.4,4.435594e-12,4.336118e-12,1.705987e-11
ncfet_buffer,900ps,50nm,0.5,3.491603e-12,3.467451e-12,1.239327e-11
ncfet_buffer,900ps,50nm,0.6,3.594475e-12,3.559599e-12,1.065395e-11
ncfet_buffer,900ps,50nm,0.7,4.336778e-12,4.260857e-12,9.955115e-12
ncfet_buffer,900ps,50nm,0.8,5.224587e-12,5.233278e-12,9.616853e-12
ncfet_buffer,900ps,50nm,0.9,6.291206e-12,6.256305e-12,9.429353e-12
ncfet_buffer,900ps,5nm,0.3,6.903471e-12,6.808829e-12,2.844395e-11
ncfet_buffer,900ps,5nm,0.4,4.270461e-12,4.127197e-12,1.639073e-11
ncfet_buffer,900ps,5nm,0.5,3.173953e-12,3.065598e-12,1.095471e-11
ncfet_buffer,900ps,5nm,0.6,3.052353e-12,2.946462e-12,8.6483e-12
ncfet_buffer,900ps,5nm,0.7,3.52227e-12,3.381633e-12,7.663986e-12
ncfet_buffer,900ps,5nm,0.8,4.219654e-12,4.113376e-12,7.193857e-12
ncfet_buffer,900ps,5nm,0.9,5.124757e-12,4.794499e-12,6.929976e-12
ncfet_buffer,900ps,600nm,0.3,1.175791e-11,1.269646e-11,3.506422e-11
ncfet_buffer,900ps,600nm,0.4,1.296171e-11,1.451226e-11,3.503734e-11
ncfet_buffer,900ps,600nm,0.5,1.499302e-11,1.689554e-11,3.473129e-11
ncfet_buffer,900ps,600nm,0.6,1.729338e-11,1.947218e-11,3.402137e-11
ncfet_buffer,900ps,600nm,0.7,1.923924e-11,2.192808e-11,3.31803e-11
ncfet_buffer,900ps,600nm,0.8,2.12787e-11,2.417427e-11,3.235347e-11
ncfet_buffer,900ps,600nm,0.9,2.315439e-11,2.633517e-11,3.159231e-11
ncfet_buffer,900ps,60nm,0.3,6.984703e-12,6.936575e-12,2.792933e-11
ncfet_buffer,900ps,60nm,0.4,4.470673e-12,4.41061e-12,1.721e-11
ncfet_buffer,900ps,60nm,0.5,3.591882e-12,3.551288e-12,1.272695e-11
ncfet_buffer,900ps,60nm,0.6,3.776937e-12,3.735722e-12,1.111398e-11
ncfet_buffer,900ps,60nm,0.7,4.529824e-12,4.508744e-12,1.047128e-11
ncfet_buffer,900ps,60nm,0.8,5.479986e-12,5.501581e-12,1.015933e-11
ncfet_buffer,900ps,60nm,0.9,6.574278e-12,6.605626e-12,9.972487e-12
ncfet_buffer,900ps,6nm,0.3,6.905035e-12,6.811113e-12,2.843292e-11
ncfet_buffer,900ps,6nm,0.4,4.272435e-12,4.130491e-12,1.640467e-11
ncfet_buffer,900ps,6nm,0.5,3.187568e-12,3.0723e-12,1.100155e-11
