gate_type,voltage,thickness,clock_cycle,t_rise,t_fall,t_delay
buffer,0.5,6,800,1.911673e-12,2.231429e-12,2.595025e-11
buffer,0.6,6,800,2.009503e-12,2.156454e-12,2.770421e-11
buffer,0.7,6,800,2.580599e-12,2.313876e-12,2.94408e-11
buffer,0.8,6,800,3.343639e-12,2.626102e-12,3.084107e-11
buffer,0.9,6,800,4.295646e-12,3.044906e-12,3.181724e-11
buffer,0.3,7,800,6.342349e-12,6.279137e-12,2.675733e-11
buffer,0.4,7,800,2.829882e-12,3.076135e-12,2.51027e-11
buffer,0.5,7,800,1.911673e-12,2.231429e-12,2.595025e-11
buffer,0.6,7,800,2.009503e-12,2.156454e-12,2.770421e-11
buffer,0.7,7,800,2.580599e-12,2.313876e-12,2.94408e-11
buffer,0.8,7,800,3.343639e-12,2.626102e-12,3.084107e-11
buffer,0.9,7,800,4.295646e-12,3.044906e-12,3.181724e-11
buffer,0.3,8,800,6.342349e-12,6.279137e-12,2.675733e-11
buffer,0.4,8,800,2.829882e-12,3.076135e-12,2.51027e-11
buffer,0.5,8,800,1.911673e-12,2.231429e-12,2.595025e-11
buffer,0.6,8,800,2.009503e-12,2.156454e-12,2.770421e-11
buffer,0.7,8,800,2.580599e-12,2.313876e-12,2.94408e-11
buffer,0.8,8,800,3.343639e-12,2.626102e-12,3.084107e-11
buffer,0.9,8,800,4.295646e-12,3.044906e-12,3.181724e-11
buffer,0.3,9,800,6.342349e-12,6.279137e-12,2.675733e-11
buffer,0.4,9,800,2.829882e-12,3.076135e-12,2.51027e-11
buffer,0.5,9,800,1.911673e-12,2.231429e-12,2.595025e-11
buffer,0.6,9,800,2.009503e-12,2.156454e-12,2.770421e-11
buffer,0.7,9,800,2.580599e-12,2.313876e-12,2.94408e-11
buffer,0.8,9,800,3.343639e-12,2.626102e-12,3.084107e-11
buffer,0.9,9,800,4.295646e-12,3.044906e-12,3.181724e-11
buffer,0.3,0.1,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.1,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.1,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.1,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.1,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.1,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.1,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.2,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.2,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.2,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.2,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.2,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.2,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.2,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.3,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.3,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.3,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.3,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.3,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.3,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.3,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.4,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.4,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.4,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.4,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.4,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.4,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.4,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.5,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.5,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.5,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.5,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.5,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.5,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.5,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.6,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.6,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.6,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.6,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.6,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.6,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.6,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.7,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.7,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.7,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.7,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.7,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.7,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.7,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.8,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.8,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.8,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.8,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.8,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.8,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.8,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,0.9,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,0.9,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,0.9,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,0.9,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,0.9,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,0.9,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,0.9,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,1,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,1,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,1,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,1,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,1,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,1,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,1,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,2,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,2,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,2,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,2,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,2,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,2,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,2,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,3,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,3,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,3,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,3,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,3,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,3,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,3,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,4,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,4,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,4,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,4,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,4,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,4,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,4,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,5,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,5,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,5,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,5,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,5,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,5,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,5,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,6,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,6,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,6,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,6,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,6,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,6,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,6,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,7,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,7,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,7,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,7,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,7,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,7,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,7,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,8,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,8,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,8,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,8,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,8,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,8,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,8,900,4.699609e-12,3.332616e-12,3.542105e-11
buffer,0.3,9,900,6.911423e-12,6.801444e-12,2.838934e-11
buffer,0.4,9,900,3.069143e-12,3.261513e-12,2.716469e-11
buffer,0.5,9,900,2.104876e-12,2.332606e-12,2.848981e-11
buffer,0.6,9,900,2.209573e-12,2.257276e-12,3.062062e-11
buffer,0.7,9,900,2.736121e-12,2.449355e-12,3.267445e-11
buffer,0.8,9,900,3.687548e-12,2.81376e-12,3.427408e-11
buffer,0.9,9,900,4.699609e-12,3.332616e-12,3.542105e-11
inv_x1,0.3,0.1,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.1,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.1,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.1,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.1,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.1,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.1,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.2,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.2,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.2,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.2,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.2,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.2,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.2,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.3,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.3,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.3,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.3,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.3,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.3,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.3,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.4,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.4,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.4,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.4,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.4,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.4,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.4,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.5,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.5,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.5,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.5,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.5,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.5,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.5,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.6,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.6,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.6,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.6,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.6,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.6,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.6,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.7,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.7,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.7,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.7,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.7,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.7,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.7,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.8,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.8,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.8,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.8,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.8,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.8,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.8,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.9,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,0.9,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,0.9,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,0.9,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,0.9,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,0.9,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,0.9,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,1,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,1,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,1,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,1,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,1,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,1,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,1,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,2,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,2,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,2,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,2,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,2,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,2,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,2,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,3,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,3,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,3,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,3,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,3,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,3,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,3,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,4,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,4,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,4,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,4,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,4,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,4,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,4,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,5,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,5,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,5,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,5,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,5,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,5,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,5,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,6,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,6,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,6,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,6,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,6,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,6,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,6,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,7,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,7,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,7,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,7,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,7,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,7,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,7,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,8,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,8,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,8,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,8,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,8,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,8,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,8,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,9,100,2.532295e-12,2.435924e-12,4.53964e-12
inv_x1,0.4,9,100,1.654109e-12,2.006921e-12,4.234413e-12
inv_x1,0.5,9,100,1.237993e-12,1.684861e-12,4.210259e-12
inv_x1,0.6,9,100,1.192857e-12,1.626522e-12,4.415407e-12
inv_x1,0.7,9,100,1.385452e-12,1.707747e-12,4.73032e-12
inv_x1,0.8,9,100,1.648344e-12,1.837596e-12,5.093466e-12
inv_x1,0.9,9,100,1.871591e-12,1.997481e-12,5.444175e-12
inv_x1,0.3,0.1,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.1,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.1,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.1,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.1,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.1,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.1,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.2,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.2,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.2,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.2,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.2,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.2,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.2,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.3,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.3,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.3,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.3,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.3,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.3,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.3,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.4,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.4,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.4,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.4,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.4,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.4,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.4,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.5,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.5,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.5,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.5,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.5,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.5,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.5,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.6,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.6,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.6,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.6,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.6,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.6,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.6,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.7,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.7,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.7,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.7,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.7,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.7,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.7,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.8,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.8,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.8,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.8,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.8,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.8,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.8,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,0.9,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,0.9,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,0.9,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,0.9,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,0.9,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,0.9,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,0.9,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,1,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,1,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,1,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,1,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,1,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,1,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,1,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,2,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,2,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,2,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,2,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,2,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,2,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,2,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,3,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,3,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,3,200,2.355822e-12,2.12016e-12,6.942895e-12
inv_x1,0.6,3,200,2.358635e-12,2.280756e-12,7.601569e-12
inv_x1,0.7,3,200,2.81776e-12,2.732644e-12,8.329895e-12
inv_x1,0.8,3,200,3.299833e-12,3.223578e-12,9.087616e-12
inv_x1,0.9,3,200,3.726616e-12,3.604357e-12,9.84179e-12
inv_x1,0.3,4,200,4.745356e-12,4.760891e-12,6.474413e-12
inv_x1,0.4,4,200,3.036317e-12,2.800857e-12,6.530373e-12
inv_x1,0.5,4,200,2.355822e-12,2.12016e-12,6.942895e-12
